epoch,loss,lr,mae,val_loss,val_mae
0,0.0517672366166318,0.001,0.1411237,0.021414119682528755,0.092823125
1,0.015462460553019561,0.001,0.0782365,0.011824536243114959,0.0660768
2,0.01038569665132937,0.001,0.062032174,0.009505828330293297,0.058008987
3,0.00881145380183377,0.001,0.056432225,0.008407475187612529,0.05380133
4,0.00792576086347584,0.001,0.05288098,0.007658090683716264,0.050724078
5,0.007391182304656302,0.001,0.050795708,0.007335577958094125,0.050610814
6,0.006963802873029966,0.001,0.049183425,0.0069950205993584615,0.049034886
7,0.006636693576266142,0.001,0.047954362,0.006688677422194318,0.04854902
8,0.006357725632948463,0.001,0.046988036,0.006286982440559024,0.04603289
9,0.006037926563294604,0.001,0.045548517,0.0059469494841654195,0.044822253
10,0.005826095649866726,0.001,0.04488883,0.005739049901339141,0.043816183
11,0.0055867028999438675,0.001,0.04389505,0.005594245158135891,0.043071844
12,0.005406664096517489,0.001,0.043225326,0.005419308829798617,0.04284795
13,0.005219097410074689,0.001,0.042377446,0.005151661182753742,0.041558623
14,0.005074793198780919,0.001,0.041991312,0.005404650210402906,0.04405723
15,0.0049010246314785694,0.001,0.041081008,0.004958195154639807,0.04136858
0,0.15296386720405686,0.001,0.27912924
0,0.05809159107844938,0.001,0.14837536,0.0205685666592961,0.0913929
1,0.014684831983917816,0.001,0.076390296,0.01163929870606146,0.06654553
2,0.00965467375406826,0.001,0.059958637,0.0088023548014462,0.055265024
3,0.00788394593718377,0.001,0.053097527,0.0076406507414173,0.0507293
4,0.00701194858411327,0.001,0.04967562,0.007010427123697644,0.048164226
5,0.006499284906947816,0.001,0.04736579,0.006521774460138245,0.045962952
6,0.006153547365366566,0.001,0.045933098,0.006223865452391858,0.04490902
7,0.0058138185127807615,0.001,0.044308573,0.005961096231740984,0.044560883
8,0.005564574349608103,0.001,0.043615118,0.005698991022919389,0.04339137
9,0.005323472897395153,0.001,0.042633682,0.005332228287377141,0.041284777
10,0.005111822688063099,0.001,0.041864652,0.00511612028349191,0.04070392
11,0.00491025024569932,0.001,0.041007973,0.005045263246971775,0.04168635
12,0.0047025781675157224,0.001,0.040131003,0.00468918457203968,0.038893245
13,0.004512152572649277,0.001,0.03920038,0.004583746620284563,0.03877516
14,0.004387207916641439,0.001,0.038770348,0.004497993586119265,0.038970686
15,0.00429502486420626,0.001,0.038489196,0.004300262884829532,0.03788101
16,0.004145271737467159,0.001,0.037757296,0.004209333536511457,0.037590377
17,0.004019852263577791,0.001,0.037124503,0.004081077636642889,0.036778357
18,0.003928786278067326,0.001,0.03684091,0.003978960377968509,0.036363296
19,0.0038842625365677207,0.001,0.036829118,0.0039035113962282513,0.035947233
20,0.0037388688323765316,0.001,0.03599967,0.0038257648586295543,0.03632191
21,0.003665314468195323,0.001,0.0358723,0.003951700365128504,0.037518244
22,0.003598101507470181,0.001,0.03565633,0.0036610136888074606,0.035978492
23,0.003454560036665167,0.001,0.034808412,0.0035594176236455415,0.035570007
24,0.003397156525699591,0.001,0.034741674,0.0035255796011452647,0.03557022
25,0.003314864180389453,0.001,0.034371313,0.0034303300897590818,0.034684226
