epoch,loss,lr,mae,val_loss,val_mae
0,0.04535285250936535,0.001,0.08577932,0.00583592541183212,0.022310222
1,0.004303180562211699,0.001,0.01813174,0.0031491102022950406,0.01544162
2,0.0023982576130947564,0.001,0.013367684,0.0018285519150335208,0.012225981
3,0.001408563310048651,0.001,0.01064525,0.0010934319891800573,0.009812084
4,0.0008492919098768782,0.001,0.009000476,0.0006707773094863764,0.008456943
5,0.0005231303281496886,0.001,0.0076491474,0.00042160800616589507,0.0071858936
6,0.0003372481634999401,0.001,0.0067449436,0.0002868441811837589,0.0065272073
7,0.00023030393776934943,0.001,0.006083934,0.00019988853364338866,0.00599493
8,0.00016639288014630438,0.001,0.005492202,0.00014853141205354144,0.0053240154
9,0.00013061155898088015,0.001,0.005266034,0.0001180350389274411,0.0050547495
10,0.00010438134503536795,0.001,0.004819473,0.0001041454795215811,0.0050114477
11,8.985128247169476e-05,0.001,0.0046937917,8.773142021060007e-05,0.0047595585
12,7.782648988755423e-05,0.001,0.0045161215,7.892038122138598e-05,0.004577067
13,6.966528557735987e-05,0.001,0.004353916,6.984261403886194e-05,0.0043077865
14,6.377201538043664e-05,0.001,0.004267175,6.521208622091632e-05,0.0044295047
15,6.00756093263044e-05,0.001,0.0042836126,6.730918542936186e-05,0.0048474506
16,5.5594158530831396e-05,0.001,0.0041364147,6.250628562806273e-05,0.0046187206
17,5.37080661453209e-05,0.001,0.0042016758,5.501675840540494e-05,0.004355217
18,5.011672549975239e-05,0.001,0.0040640435,4.556234645341257e-05,0.0036149265
19,4.327845536116521e-05,0.001,0.0037308566,4.856216711297228e-05,0.0040804697
20,4.273938036801285e-05,0.001,0.003799022,4.257740319449762e-05,0.0037793682
21,4.4719332525541434e-05,0.001,0.004047619,4.828977751003549e-05,0.0042747483
22,4.1555914529161396e-05,0.001,0.0039109006,4.9292314770355006e-05,0.004660104
23,4.978140635460347e-05,0.001,0.0044537205,4.8807507775044155e-05,0.00447811
24,5.0787121023989e-05,0.001,0.004692307,9.155765087598411e-05,0.006609234
25,4.461794908041027e-05,0.001,0.004318865,4.615917457938069e-05,0.004418311
26,2.6167131831503605e-05,0.000100000005,0.0026573457,2.7431179359739743e-05,0.002653063
27,2.5280852388017854e-05,0.000100000005,0.0025607802,2.733258868050013e-05,0.00268298
28,2.5119133220690465e-05,0.000100000005,0.0025519528,2.6954435489707456e-05,0.0026165338
29,2.5041964645668357e-05,0.000100000005,0.0025601462,2.7124159649767015e-05,0.0026772053
30,2.491435637352879e-05,0.000100000005,0.0025567003,2.6746874701594997e-05,0.002614519
31,2.482206248950141e-05,0.000100000005,0.002548124,2.6513456045254964e-05,0.0025790299
32,2.4787542480047315e-05,0.000100000005,0.0025675427,2.669452518538102e-05,0.0026323327
33,2.461423381053659e-05,0.000100000005,0.0025571135,2.6300854220348162e-05,0.0026158288
34,2.44323864718256e-05,0.000100000005,0.0025495586,2.6248092849203075e-05,0.00259893
35,2.4251849583021923e-05,0.000100000005,0.00254028,2.64317007950662e-05,0.0026588212
36,2.4333511149166043e-05,0.000100000005,0.002567952,2.704119915668863e-05,0.0028013482
37,2.4124742444493158e-05,0.000100000005,0.00255714,2.590713065079139e-05,0.0026197967
38,2.3921877229327038e-05,0.000100000005,0.0025535154,2.6206818972696055e-05,0.0027114733
39,2.4195610511209713e-05,0.000100000005,0.0026092993,2.5888292295154054e-05,0.0026994685
40,2.3913171824168395e-05,0.000100000005,0.0025875627,2.6102815711835448e-05,0.0027936646
41,2.350134952929953e-05,0.000100000005,0.0025564046,2.6684806641696923e-05,0.0028017461
42,2.3201005500287204e-05,0.000100000005,0.0025347243,2.5170016986716553e-05,0.0026179336
43,2.3320245962362867e-05,0.000100000005,0.002581507,2.5422876636379703e-05,0.002726181
44,2.315139385546315e-05,0.000100000005,0.0025722517,2.422319096240244e-05,0.0025285778
45,2.309025900006288e-05,0.000100000005,0.0025861263,2.4078191691907186e-05,0.0025756445
46,2.2929255864921417e-05,0.000100000005,0.0025855005,2.504112957727297e-05,0.002704677
47,2.264557612972697e-05,0.000100000005,0.0025694456,2.3635630676770753e-05,0.0025421723
48,2.2740330649639873e-05,0.000100000005,0.0026032745,2.5049877755074184e-05,0.002839257
49,2.2517390565976063e-05,0.000100000005,0.0025937876,2.3769006523772468e-05,0.0026598836
50,2.2326128458871608e-05,0.000100000005,0.0025870444,2.3545993786098863e-05,0.0026077481
51,2.2241402096564604e-05,0.000100000005,0.0025974477,2.375630995337425e-05,0.0026085456
52,2.1612563123036515e-05,0.000100000005,0.002536442,2.3770419772972673e-05,0.002781497
53,2.1679875625782836e-05,0.000100000005,0.0025650894,2.424367027385545e-05,0.0027873048
54,2.1560812906987587e-05,0.000100000005,0.002569125,2.3895610289465757e-05,0.0027367102
55,2.1993131052714227e-05,0.000100000005,0.0026504914,2.2002045812184535e-05,0.002508933
