epoch,loss,lr,mae,val_loss,val_mae
0,0.014599444344639778,1e-06,0.0651475116610527,0.01532059907913208,0.0671389251947403
1,0.014426209963858128,1e-06,0.06489943712949753,0.01520038116723299,0.06696738302707672
2,0.014312363229691982,1e-06,0.06473715603351593,0.01512997504323721,0.06691664457321167
3,0.014220444485545158,1e-06,0.06461024284362793,0.015042107552289963,0.0667329654097557
4,0.014143493957817554,1e-06,0.06449606269598007,0.014991567470133305,0.06672156602144241
5,0.014080626890063286,1e-06,0.06442079693078995,0.014928002841770649,0.06656139343976974
6,0.014018213376402855,1e-06,0.06432074308395386,0.014888392761349678,0.06651309132575989
7,0.01396210864186287,1e-06,0.06424462795257568,0.014836353249847889,0.06643889099359512
8,0.013918807730078697,1e-06,0.06416977196931839,0.01480650994926691,0.06643582135438919
9,0.013870496302843094,1e-06,0.06408412009477615,0.014770175330340862,0.06634105741977692
10,0.013829682022333145,1e-06,0.06401901692152023,0.014743315987288952,0.06625811010599136
11,0.013783376663923264,1e-06,0.06396307051181793,0.014699173159897327,0.06619107723236084
12,0.013748371042311192,1e-06,0.0639318972826004,0.014671764336526394,0.0662299394607544
13,0.013708621263504028,1e-06,0.06383897364139557,0.01463453657925129,0.06610271334648132
14,0.01367757748812437,1e-06,0.06380979716777802,0.014608467929065228,0.06604810059070587
15,0.013641266152262688,1e-06,0.0637185201048851,0.01457634661346674,0.065986767411232
16,0.013610628433525562,1e-06,0.06368917971849442,0.0145418681204319,0.06595055013895035
17,0.013578610494732857,1e-06,0.06363402307033539,0.014523745514452457,0.06593208760023117
18,0.01355317234992981,1e-06,0.06358465552330017,0.01449125912040472,0.06585509330034256
19,0.013520724140107632,1e-06,0.06353053450584412,0.014466582797467709,0.0658254325389862
20,0.013495317660272121,1e-06,0.06350080668926239,0.01443791575729847,0.06575874984264374
21,0.013468611054122448,1e-06,0.06345508992671967,0.014417742379009724,0.06570741534233093
22,0.013445890508592129,1e-06,0.06341289728879929,0.014411990530788898,0.06576211750507355
23,0.01341060921549797,1e-06,0.06334835290908813,0.014384306035935879,0.06565870344638824
24,0.01338991243392229,1e-06,0.0633145347237587,0.01434394158422947,0.06559334695339203
25,0.013371661305427551,1e-06,0.06328608095645905,0.014346354641020298,0.06560728698968887
26,0.013346295803785324,1e-06,0.0632530227303505,0.014326873235404491,0.06553775817155838
27,0.013315807096660137,1e-06,0.0632048100233078,0.01429493073374033,0.06548738479614258
28,0.013300481252372265,1e-06,0.06317733973264694,0.01426930632442236,0.06545136123895645
29,0.013274408876895905,1e-06,0.06313548982143402,0.014261026866734028,0.06540840864181519
30,0.013253191486001015,1e-06,0.0630822479724884,0.01424964889883995,0.06543858349323273
31,0.013237081468105316,1e-06,0.0630611777305603,0.014223780483007431,0.06540912389755249
32,0.013213707134127617,1e-06,0.06303616613149643,0.014199784956872463,0.06533338129520416
33,0.013195336796343327,1e-06,0.06298928707838058,0.014188652858138084,0.06531532853841782
34,0.01316933985799551,1e-06,0.06296367198228836,0.014166608452796936,0.06527122110128403
35,0.013153525069355965,1e-06,0.06293509155511856,0.014153829775750637,0.06523345410823822
36,0.013131658546626568,1e-06,0.06289318203926086,0.01414491981267929,0.06522379070520401
37,0.013118555769324303,1e-06,0.06288789212703705,0.014120827428996563,0.06517881900072098
