,loss,mae,val_loss,val_mae,lr
0,0.7268503308296204,0.5541365146636963,0.7564846873283386,0.5640602707862854,9.999999974752427e-07
1,0.7196604609489441,0.5531625747680664,0.7521186470985413,0.5625221133232117,9.999999974752427e-07
2,0.7156671285629272,0.55232834815979,0.7488847970962524,0.5606220364570618,9.999999974752427e-07
3,0.7134677171707153,0.5521242022514343,0.7462533712387085,0.5604432225227356,9.999999974752427e-07
4,0.7114734649658203,0.5511844158172607,0.7448004484176636,0.561021625995636,9.999999974752427e-07
5,0.7091668248176575,0.5506477355957031,0.7452101707458496,0.561728835105896,9.999999974752427e-07
6,0.7083970904350281,0.5502966642379761,0.7424958944320679,0.559238076210022,9.999999974752427e-07
7,0.7066522240638733,0.5493829846382141,0.7412577867507935,0.5584102272987366,9.999999974752427e-07
8,0.7053660750389099,0.5490564107894897,0.7397298812866211,0.5573741793632507,9.999999974752427e-07
9,0.7041684985160828,0.5488672256469727,0.7388531565666199,0.5592165589332581,9.999999974752427e-07
10,0.7033787965774536,0.5485026240348816,0.7365677356719971,0.5574871301651001,9.999999974752427e-07
11,0.7039289474487305,0.5488458871841431,0.7374293804168701,0.5603853464126587,9.999999974752427e-07
12,0.7014266848564148,0.547809898853302,0.7365820407867432,0.5578984022140503,9.999999974752427e-07
13,0.7006904482841492,0.5480176210403442,0.735443651676178,0.5562448501586914,9.999999974752427e-07
14,0.7005065679550171,0.5476124286651611,0.7360008358955383,0.5589739084243774,9.999999974752427e-07
15,0.6988567113876343,0.5471755266189575,0.7347561717033386,0.5574988722801208,9.999999974752427e-07
16,0.6981459856033325,0.5464951992034912,0.7318810820579529,0.5566452145576477,9.999999974752427e-07
17,0.69761061668396,0.546481192111969,0.7317034006118774,0.556230902671814,9.999999974752427e-07
18,0.6966758966445923,0.5466452836990356,0.7336002588272095,0.5568211674690247,9.999999974752427e-07
19,0.6964994072914124,0.546254575252533,0.7330024242401123,0.5562202334403992,9.999999974752427e-07
20,0.6956924200057983,0.5461394190788269,0.7319678664207458,0.5577685236930847,9.999999974752427e-07
21,0.6956380009651184,0.5462045073509216,0.7319645285606384,0.5560162663459778,9.999999974752427e-07
22,0.6945537328720093,0.5460742115974426,0.7289685010910034,0.5554917454719543,9.999999974752427e-07
23,0.6937239170074463,0.5457446575164795,0.7296071648597717,0.5556787848472595,9.999999974752427e-07
24,0.6933361291885376,0.5456254482269287,0.7293084263801575,0.556079626083374,9.999999974752427e-07
25,0.6923285126686096,0.5450758934020996,0.7306066751480103,0.5570412278175354,9.999999974752427e-07
26,0.691301167011261,0.5446175932884216,0.7269759774208069,0.5558586716651917,9.999999974752427e-07
27,0.6912370920181274,0.5451350808143616,0.727314829826355,0.5545567274093628,9.999999974752427e-07
28,0.6902199983596802,0.5445706248283386,0.7262559533119202,0.5543349981307983,9.999999974752427e-07
29,0.688886284828186,0.5440104603767395,0.7265809178352356,0.5544674396514893,9.999999974752427e-07
30,0.6895326972007751,0.5444803833961487,0.7270282506942749,0.5539036989212036,9.999999974752427e-07
31,0.6886284351348877,0.544292151927948,0.7271640300750732,0.5534433126449585,9.999999974752427e-07
32,0.6884196996688843,0.5438218116760254,0.7255050539970398,0.5548740029335022,9.999999974752427e-07
33,0.6877397298812866,0.5436674356460571,0.7245420217514038,0.5543357729911804,9.999999974752427e-07
34,0.6873001456260681,0.543513834476471,0.7237328886985779,0.5556483268737793,9.999999974752427e-07
35,0.6862520575523376,0.5433667898178101,0.7293153405189514,0.5563616752624512,9.999999974752427e-07
36,0.6860015392303467,0.5432221293449402,0.7234225273132324,0.5533581972122192,9.999999974752427e-07
37,0.6862873435020447,0.5432422757148743,0.7231108546257019,0.554810106754303,9.999999974752427e-07
38,0.6849667429924011,0.5429391860961914,0.7229973673820496,0.5541273951530457,9.999999974752427e-07
39,0.6850892901420593,0.5431587100028992,0.7226323485374451,0.5541850328445435,9.999999974752427e-07
40,0.6850579380989075,0.5428475141525269,0.7231219410896301,0.5551444292068481,9.999999974752427e-07
41,0.6845715045928955,0.5431324243545532,0.720542311668396,0.5517692565917969,9.999999974752427e-07
42,0.6837485432624817,0.5424209237098694,0.719484806060791,0.552627682685852,9.999999974752427e-07
43,0.6836139559745789,0.5426190495491028,0.7203482389450073,0.5535411834716797,9.999999974752427e-07
44,0.6827248334884644,0.5425060391426086,0.720909059047699,0.551724910736084,9.999999974752427e-07
45,0.6819416284561157,0.5420368313789368,0.7215088605880737,0.5529913306236267,9.999999974752427e-07
46,0.681886613368988,0.5417914986610413,0.7184122800827026,0.5518466234207153,9.999999974752427e-07
47,0.6813801527023315,0.5418878793716431,0.7202274799346924,0.5555135607719421,9.999999974752427e-07
48,0.6815173625946045,0.5420511364936829,0.7188149690628052,0.5514209866523743,9.999999974752427e-07
49,0.6805954575538635,0.5416332483291626,0.7188979983329773,0.5515966415405273,9.999999974752427e-07
50,0.6802452802658081,0.5415358543395996,0.7179909348487854,0.5538749098777771,9.999999974752427e-07
51,0.6806104779243469,0.5418246388435364,0.7190287709236145,0.5554525852203369,9.999999974752427e-07
52,0.6797683835029602,0.541324257850647,0.7177547216415405,0.5537039637565613,9.999999974752427e-07
53,0.6787381768226624,0.5409142374992371,0.7157914638519287,0.5513524413108826,9.999999974752427e-07
54,0.678337574005127,0.5409754514694214,0.7182790040969849,0.5523898005485535,9.999999974752427e-07
55,0.6786410808563232,0.5411105751991272,0.7157479524612427,0.5507916212081909,9.999999974752427e-07
56,0.6776793003082275,0.5409321188926697,0.7157372832298279,0.5507513880729675,9.999999974752427e-07
57,0.6772290468215942,0.5407317280769348,0.716697633266449,0.5529233813285828,9.999999974752427e-07
58,0.6763593554496765,0.5400500297546387,0.7148853540420532,0.5524353384971619,9.999999974752427e-07
59,0.6760640144348145,0.5403745174407959,0.7136998176574707,0.5496008396148682,9.999999974752427e-07
60,0.6759210228919983,0.5401270389556885,0.7142218351364136,0.5509616732597351,9.999999974752427e-07
61,0.675546407699585,0.539982795715332,0.7133412957191467,0.5495982766151428,9.999999974752427e-07
62,0.6750063896179199,0.5399215817451477,0.7149434089660645,0.5512818694114685,9.999999974752427e-07
63,0.675051748752594,0.5394818186759949,0.7151311635971069,0.5512856245040894,9.999999974752427e-07
64,0.6749383807182312,0.5400060415267944,0.713817834854126,0.5504294633865356,9.999999974752427e-07
65,0.6747899651527405,0.5398641228675842,0.7133913636207581,0.5499520897865295,9.999999974752427e-07
66,0.6744852066040039,0.539618730545044,0.716349184513092,0.5523856282234192,9.999999974752427e-07
67,0.6721519827842712,0.5387597680091858,0.7108625173568726,0.5491614937782288,1.0000000116860974e-07
68,0.6711018085479736,0.5379855036735535,0.710724949836731,0.5494168996810913,1.0000000116860974e-07
69,0.6711461544036865,0.5379185676574707,0.7107297778129578,0.549437940120697,1.0000000116860974e-07
70,0.6708663702011108,0.5379477143287659,0.7109858393669128,0.5497409701347351,1.0000000116860974e-07
71,0.6708803772926331,0.537855863571167,0.7105907201766968,0.5495903491973877,1.0000000116860974e-07
72,0.6708329319953918,0.5379081964492798,0.7104896903038025,0.5498189926147461,1.0000000116860974e-07
73,0.6708322763442993,0.5379421710968018,0.7107035517692566,0.5497749447822571,1.0000000116860974e-07
74,0.6706541180610657,0.537876307964325,0.7106543779373169,0.5498281717300415,1.0000000116860974e-07
75,0.6706217527389526,0.5381734371185303,0.7106528282165527,0.5496348738670349,1.0000000116860974e-07
76,0.6706185936927795,0.5378710031509399,0.7106399536132812,0.5493966341018677,1.0000000116860974e-07
77,0.6705292463302612,0.537964403629303,0.7110406160354614,0.5493945479393005,1.0000000116860974e-07
78,0.6704242825508118,0.5376107096672058,0.7106635570526123,0.5493148565292358,9.99999993922529e-09
79,0.670255720615387,0.5375898480415344,0.7105526924133301,0.5493016839027405,9.99999993922529e-09
80,0.6702465415000916,0.5376105904579163,0.7104637622833252,0.5492734909057617,9.99999993922529e-09
81,0.6702389121055603,0.5376158356666565,0.7104342579841614,0.5492950081825256,9.99999993922529e-09
82,0.6702208518981934,0.5376120805740356,0.7104088664054871,0.5493107438087463,9.99999993922529e-09
83,0.6702190041542053,0.5376283526420593,0.7103991508483887,0.549286425113678,9.99999993922529e-09
84,0.6702169179916382,0.5376443266868591,0.7103925943374634,0.5493330955505371,9.99999993922529e-09
85,0.6702061295509338,0.5376494526863098,0.7104024291038513,0.549329936504364,9.99999993922529e-09
86,0.6702085733413696,0.5376336574554443,0.7103760838508606,0.5493475198745728,9.99999993922529e-09
87,0.6701955795288086,0.5376690030097961,0.7103660702705383,0.5493354201316833,9.99999993922529e-09
88,0.6701968312263489,0.5376766920089722,0.7103978991508484,0.5493625402450562,9.99999993922529e-09
89,0.6701934933662415,0.5376630425453186,0.7103884220123291,0.5493661761283875,9.99999993922529e-09
90,0.6701899766921997,0.5376974940299988,0.7104071378707886,0.5493555665016174,9.99999993922529e-09
91,0.6701855063438416,0.5376856327056885,0.7103750705718994,0.549354612827301,9.99999993922529e-09
92,0.6701933145523071,0.5376750230789185,0.7103950381278992,0.5493581891059875,9.99999993922529e-09
93,0.6701507568359375,0.537666916847229,0.7103938460350037,0.5493577122688293,9.999999717180685e-10
94,0.6701502799987793,0.5376664400100708,0.7103941440582275,0.549358069896698,9.999999717180685e-10
95,0.6701498627662659,0.5376673936843872,0.7103934288024902,0.5493585467338562,9.999999717180685e-10
96,0.6701503992080688,0.5376673936843872,0.7103930711746216,0.5493579506874084,9.999999717180685e-10
97,0.6701504588127136,0.5376682281494141,0.7103918790817261,0.5493580102920532,9.999999717180685e-10
98,0.6701492667198181,0.5376677513122559,0.7103919386863708,0.5493580102920532,9.999999439624929e-11
99,0.6701493859291077,0.5376675724983215,0.7103918790817261,0.5493578910827637,9.999999439624929e-11
100,0.6701492667198181,0.5376675128936768,0.7103920578956604,0.5493579506874084,9.999999439624929e-11
101,0.6701493263244629,0.5376675724983215,0.7103919386863708,0.5493579506874084,9.999999439624929e-11
102,0.6701493263244629,0.5376676917076111,0.7103920578956604,0.5493579506874084,9.999999439624929e-11
