epoch,loss,lr,mae,val_loss,val_mae
0,0.15388095067704424,0.001,0.23452123,0.027194432147285518,0.12374135
1,0.017925595727694386,0.001,0.10073045,0.01195947144399671,0.082724005
2,0.008751820048372097,0.001,0.07073849,0.006469850299660774,0.06088156
3,0.004947779041728662,0.001,0.05314619,0.003885921012774548,0.04701611
4,0.003126555532627903,0.001,0.042250495,0.0026489620316116247,0.039063133
5,0.0022033201595631374,0.001,0.035443384,0.001938169770052328,0.033043943
6,0.0016849161546869094,0.001,0.030924426,0.001562638533548178,0.02977921
7,0.0013480574500349843,0.001,0.027584461,0.0012784014866851709,0.026890893
8,0.001108706941971939,0.001,0.02495469,0.0010242967606138658,0.023957826
9,0.0009420396992936731,0.001,0.022957897,0.0008855985268703936,0.022265367
10,0.0008081873159800821,0.001,0.021234054,0.0007534900193979197,0.02034433
11,0.0007050038007197573,0.001,0.019815044,0.0006656093153116458,0.019068712
12,0.0006191270761465764,0.001,0.01851723,0.0005908468231449232,0.018018844
13,0.0005637608065358911,0.001,0.017665755,0.0005509311355554554,0.0174394
14,0.0005034534462645431,0.001,0.016671393,0.0005221148884362157,0.016991325
15,0.000472487549910404,0.001,0.016154878,0.0004428547656382708,0.01540258
16,0.0004354458690025186,0.001,0.015562267,0.0004294901461381575,0.01542286
17,0.000407829069359543,0.001,0.015049842,0.00038209531836293854,0.014698943
18,0.0003870809930958785,0.001,0.014649144,0.00034126893237150985,0.01373029
19,0.0003483881450152052,0.001,0.013937394,0.0003330724745276658,0.013520568
20,0.00032849007244187625,0.001,0.013528444,0.0002902787327697939,0.0124966465
21,0.000338500075518181,0.001,0.013708532,0.0006578215805348008,0.020165183
22,0.0003021238462465322,0.001,0.012970153,0.0002495250367621124,0.01174062
23,0.0002669229266115615,0.001,0.012180599,0.00030790570531013037,0.013004406
24,0.00029874459505663253,0.001,0.012929019,0.0003413524310898912,0.013986274
25,0.00025486704625483767,0.001,0.011937575,0.00030675866754095564,0.0132825915
26,0.0002606210180922918,0.001,0.011963935,0.00022345537256435765,0.011085814
27,0.00024586488509478787,0.001,0.011806445,0.00019712920997442458,0.01065306
28,0.00022582878478073434,0.001,0.011215745,0.00019064198046073538,0.010548329
29,0.00023346051814715954,0.001,0.011399813,0.0002561366685447009,0.011832879
30,0.00020496095800327192,0.001,0.010730531,0.00028940271329381227,0.013724829
31,0.00021216713205777683,0.001,0.010834956,0.00013457499380285085,0.008634758
32,0.00021073758370595682,0.001,0.0107406145,0.0003676295915604843,0.015666144
33,0.00020078517266965183,0.001,0.010557093,0.000157340188846266,0.009389239
34,0.0001594270628736601,0.001,0.009458682,0.0002651448896572487,0.011889915
35,0.00017935618621670396,0.001,0.009977412,0.00016182538101394825,0.009893984
36,0.00017453846632954937,0.001,0.009940162,9.559704575461665e-05,0.0071497657
37,0.00014905601865928687,0.001,0.009129543,0.0001309862291878637,0.008678225
38,0.0001517057777271154,0.001,0.009167632,0.0002089119696928024,0.011707845
39,0.00015664380649361512,0.001,0.009420342,0.00011667207320843933,0.007677382
40,0.00013016714684079702,0.001,0.008528858,0.0006776349148233695,0.019712226
41,0.00014495287519179437,0.001,0.008834197,8.387633373358232e-05,0.0066315997
42,0.0005069958545765771,0.001,0.012931888,9.67425321612288e-05,0.007017241
43,7.237253167819717e-05,0.001,0.006172743,6.859664334864219e-05,0.0059741805
44,6.232125325529041e-05,0.001,0.0057494678,7.551325778716573e-05,0.006281424
45,8.479431272088036e-05,0.001,0.0065532587,5.9819417198441976e-05,0.0057094907
46,9.572075403625871e-05,0.001,0.006978262,6.271214404157089e-05,0.005795172
47,0.00013840325622475254,0.001,0.008597728,9.194508512497551e-05,0.00708739
48,8.561978105289573e-05,0.001,0.0068299174,9.573150707771728e-05,0.007910611
49,9.878178798317094e-05,0.001,0.0074030007,0.00010594400904237237,0.0080601545
50,0.00011131874490970137,0.001,0.007984189,8.25824892244247e-05,0.0065701324
51,4.068488877986537e-05,0.000100000005,0.004525232,4.0314524256459934e-05,0.0044927346
52,3.928864130370237e-05,0.000100000005,0.004449574,3.997656169624807e-05,0.0044917986
53,3.896703176852658e-05,0.000100000005,0.0044326833,3.958938853911069e-05,0.0044455407
54,3.869266854106921e-05,0.000100000005,0.004416594,3.9388333500349234e-05,0.0044347276
55,3.8412617472846146e-05,0.000100000005,0.004402022,3.892205206605414e-05,0.0044239024
56,3.812040753580411e-05,0.000100000005,0.0043841703,3.875438997056335e-05,0.0043998347
57,3.783069346087252e-05,0.000100000005,0.0043650162,3.8602877183995376e-05,0.0043759383
