epoch,loss,lr,mae,val_loss,val_mae
0,0.06819934048689902,0.001,0.1417774,0.013344724969938397,0.065360464
1,0.008370499443262815,0.001,0.045825187,0.005608846335671842,0.03397524
2,0.004896945796790533,0.001,0.03108005,0.003979933423688635,0.029252598
3,0.003578746887797024,0.001,0.026391948,0.0028628195135388525,0.023449434
4,0.002689700457267463,0.001,0.022509338,0.0021458930213702843,0.020195214
5,0.0020813949732109904,0.001,0.019636218,0.001661791290389374,0.017948212
6,0.0016908557887654752,0.001,0.018048415,0.001350868789013475,0.016635764
7,0.0014121853529650253,0.001,0.016300345,0.0011221879010554403,0.015205347
8,0.001231716657493962,0.001,0.015178964,0.0010262011358281597,0.015994525
9,0.0011328254812542583,0.001,0.014851441,0.0008968227174773346,0.0138326725
10,0.0010302809390850599,0.001,0.013545471,0.0008386726865137462,0.013192377
11,0.0009805710670480038,0.001,0.013077056,0.0007703417843003991,0.011825503
12,0.0009412566432001767,0.001,0.012710453,0.0007724456628784537,0.012540725
13,0.0009263229290445451,0.001,0.01278155,0.0007261477292922791,0.011619525
14,0.0008803477307446884,0.001,0.011886962,0.0007320869628892979,0.012382007
15,0.000860411130997818,0.001,0.01173725,0.000755951382452622,0.014025648
16,0.0008409269138792296,0.001,0.011542944,0.0006609922936331714,0.010805513
17,0.0008269349567854078,0.001,0.0114547,0.0006887966676731594,0.012147435
18,0.0008177970770339016,0.001,0.011504751,0.0006615534047887195,0.011281516
19,0.0008065942133907811,0.001,0.011455751,0.0006746435602690326,0.01168265
20,0.0008050663852191064,0.001,0.011572523,0.0007960257858212571,0.01529553
21,0.0007874669782177079,0.001,0.011277305,0.0006195898970327107,0.010723712
22,0.0007628125920382445,0.001,0.010962056,0.0006015216041123495,0.010540583
23,0.0007465201984086889,0.001,0.010794564,0.0006404101064254064,0.011982923
24,0.0007183097336019273,0.001,0.010095594,0.0005805296265316428,0.010170243
25,0.0007265317061683163,0.001,0.010781547,0.000594731419114396,0.010741194
26,0.0007114265528070973,0.001,0.0105291335,0.0006255657406290993,0.011734902
27,0.0007006385181011865,0.001,0.0107010305,0.0005597137317818124,0.009928177
28,0.0007774527589208447,0.001,0.012358676,0.0005957831338309915,0.011343288
29,0.0006643225324296509,0.001,0.00997275,0.0005772390253696358,0.010231472
30,0.0006578140056080884,0.001,0.009982329,0.0005079017976822798,0.008995598
31,0.0006374851436339668,0.001,0.01006185,0.0005560784901899751,0.0116325645
32,0.0006528705604796414,0.001,0.010113098,0.0005409687321662204,0.010949751
33,0.0006049945969789405,0.001,0.009722674,0.0005614944537956035,0.0101796435
34,0.0006066392017237376,0.001,0.009975042,0.00046825560450088234,0.008464538
35,0.0006596073330001673,0.001,0.010221291,0.0007879302413493861,0.011955995
36,0.0007105610474536661,0.001,0.010085216,0.000487568653334165,0.009736436
37,0.000565452612208901,0.001,0.009231727,0.00047568848851369693,0.009603618
38,0.000595165479589923,0.001,0.011030305,0.0005296952744538431,0.011168446
39,0.0005296542488031264,0.001,0.0091637485,0.0004224725866151857,0.008629689
40,0.0005487906676717103,0.001,0.009225424,0.000699738155817613,0.016468344
41,0.0005819708541457657,0.001,0.010862583,0.0005441935626731719,0.011886656
42,0.0005268726234862697,0.001,0.009826038,0.000403914904454723,0.008246809
43,0.00047912810692650964,0.001,0.008617485,0.00040658218684257007,0.008895444
44,0.0004878929798360332,0.001,0.009092236,0.00048155027150642126,0.0108509585
45,0.000500228347373195,0.001,0.009011458,0.00045879705299739726,0.01116895
46,0.0005004099196412426,0.001,0.009333251,0.0004514666744216811,0.01030266
47,0.00048707872141676487,0.001,0.00927229,0.0006022677001601551,0.0143012535
48,0.00039719911326756117,0.000100000005,0.0070772823,0.0003420319671567995,0.0063574114
49,0.00037463955242856173,0.000100000005,0.006366687,0.00033886545761561135,0.0062873885
50,0.00037040045423054836,0.000100000005,0.0063051996,0.0003368028273325763,0.006291129
51,0.00036708536621517853,0.000100000005,0.006276805,0.00033445450078943394,0.0061996887
52,0.0003638148407480912,0.000100000005,0.006230678,0.0003323556135001127,0.006228811
53,0.0003613427967684402,0.000100000005,0.0062167426,0.00033058211309253236,0.0061819716
54,0.0003582734731571691,0.000100000005,0.0061939387,0.00032752125238403093,0.006131988
55,0.00035573968414610136,0.000100000005,0.006175561,0.0003255543980048969,0.006121049
56,0.0003529772250658425,0.000100000005,0.0061606285,0.0003218259565619519,0.0060759033
57,0.0003499319036382076,0.000100000005,0.0061331647,0.00032036974957009077,0.006074124
58,0.00034702320765063634,0.000100000005,0.006123752,0.00031682731492765014,0.0060655097
59,0.0003443184866955562,0.000100000005,0.0061158966,0.00031461603361094604,0.00606506
60,0.0003409580118022859,0.000100000005,0.006091923,0.00031116367243157585,0.006054079
61,0.0003377631027433381,0.000100000005,0.0061020683,0.0003124826544990356,0.0060250103
62,0.00033648246435404874,0.000100000005,0.006053267,0.00030856971972752944,0.006053557
63,0.0003332026319185388,0.000100000005,0.0060533765,0.000303371968348074,0.0060098628
64,0.0003305917323814356,0.000100000005,0.0060702893,0.00030115286390355325,0.0059712855
65,0.0003266550063381146,0.000100000005,0.006047073,0.0002992266055298387,0.0060573076
66,0.0003264753075018234,0.000100000005,0.0060682716,0.0002978225594961259,0.006089699
67,0.0003201628589886241,0.000100000005,0.0060097277,0.000291563435257558,0.005957467
